Tanggal;AF01;AF02;AF03;AF04;AF05;AF06;AF07;AF08;AF09;AF10;AF11;AF12;AF13;AF14;AF15;AF16;AF17;AF18;AF19;AF20;RY01;RY02;RY03
07/12/2021;11;12;22,5;11;22,5;12;15;15;25;28;28;28;48,2;48,2;0;0;0;0;0;0;0;0;0
08/12/2021;6;3;3;6;3;3;1;1;6,5;19,5;19,5;19,5;23,6;23,6;0;0;0;0;0;0;0;0;0
09/12/2021;7;2;3;7;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/12/2021;3;5;1;3;1;5;4,5;4,5;0;0;0;0;4,6;4,6;0;0;0;0;0;0;0;0;0
12/12/2021;25;23;13;25;13;23;33,5;33,5;7,5;20;20;20;14;14;0;0;0;0;0;0;0;0;0
13/12/2021;10,6;9;12,5;10,6;12,5;9;10,6;10,6;9,5;7;7;7;17;17;0;0;0;0;0;0;0;0;0
14/12/2021;5,5;5;3,5;5,5;3,5;5;8,2;8,2;0;0;0;0;5,6;5,6;0;0;0;0;0;0;0;0;0
15/12/2021;9,3;6;9;9,3;9;6;16,2;16,2;0;5;5;5;25;25;0;0;0;0;0;0;0;0;0
16/12/2021;1;1;6;1;6;1;1;1;0,5;0;0;0;2;2;0;0;0;0;0;0;0;0;0
17/12/2021;3;14;9,5;3;9,5;14;15,2;15,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/12/2021;1,2;1;1;1,2;1;1;1;1;2,5;6,1;6,1;6,1;29;29;0;0;0;0;0;0;0;0;0
19/12/2021;3,3;0;0;3,3;0;0;3;3;1,5;4;4;4;0;0;0;0;0;0;0;0;0;0;0
20/12/2021;16;11;7;16;7;11;4,8;4,8;5,5;5;5;5;8,6;8,6;0;0;0;0;0;0;0;0;0
21/12/2021;15;14;20;15;20;14;9,8;9,8;8,8;9;9;9;12,2;12,2;0;0;0;0;0;0;0;0;0
22/12/2021;0;0;0;0;0;0;4,8;4,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/12/2021;0;0;0;0;0;0;118;118;3,3;3,2;3,2;3,2;0;0;0;0;0;0;0;0;0;0;0
24/12/2021;0;0;0;0;0;0;4,8;4,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/12/2021;19;5;1;19;1;5;4;4;3;0;0;0;11,8;11,8;0;0;0;0;0;0;0;0;0
26/12/2021;0;0;9,5;0;9,5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/12/2021;0;0;0;0;0;0;0,6;0,6;2,4;2,5;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0
31/12/2021;9;0;40;9;40;0;0;0;22,5;11,2;11,2;11,2;15,8;15,8;0;0;0;0;0;0;0;0;0
01/01/2022;3;60;11;3;11;60;2,5;2,5;2,5;2,5;2,5;3;3;7;7;0;0;0;0;0;0;0;0
04/01/2022;0;0;0;0;0;0;2,7;2,7;2,7;2,7;2,7;28;28;63;63;0;0;0;0;0;0;0;0
05/01/2022;0;0;0;0;0;0;0;0;0;2;2;7,3;7,3;11,6;11,6;0;0;0;0;0;0;0;0
06/01/2022;15;33;14;15;14;33;25;25;25;20;20;14;14;14,2;14,2;0;0;0;0;0;0;0;0
07/01/2022;22;13;13;22;13;13;4,3;4,3;4,3;7,2;7,2;1,2;1,2;1,8;1,8;0;0;0;0;0;0;0;0
09/01/2022;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0
10/01/2022;13;14;26;13;26;14;19;19;19;9;9;13;13;13,6;13,6;0;0;0;0;0;0;0;0
11/01/2022;15;25;12;15;12;25;15;15;15;12,1;12,1;11;11;27,4;27,4;0;0;0;0;0;0;0;0
12/01/2022;0;0;0;0;0;0;0,2;0,2;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0
13/01/2022;4;5;30;4;30;5;8;8;8;18,5;18,5;11;11;9,8;9,8;0;0;0;0;0;0;0;0
14/01/2022;0;0;0;0;0;0;0;0;0;0,7;0,7;0;0;0;0;0;0;0;0;0;0;0;0
16/01/2022;9;3;0;9;0;3;2,4;2,4;2,4;2;2;0;0;1,36;1,36;0;0;0;0;0;0;0;0
17/01/2022;2;1;4,5;2;4,5;1;1,2;1,2;1,2;3;3;0;0;6,2;6,2;0;0;0;0;0;0;0;0
18/01/2022;9;10;6;9;6;10;1;1;1;2,8;2,8;9;9;16,4;16,4;0;0;0;0;0;0;0;0
19/01/2022;34;23;25;34;25;23;9,4;9,4;9,4;17;17;17;17;19;19;0;0;0;0;0;0;0;0
20/01/2022;0;0;0;0;0;0;0;0;0;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0
23/01/2022;15;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/01/2022;29;41;29;29;29;41;2;2;2;2,2;2,2;1;1;0,6;0,6;0;0;0;0;0;0;0;0
29/01/2022;0;2,5;0,5;0;0,5;2,5;6;6;6;1;1;0,5;0,5;0;0;0;0;0;0;0;0;0;0
02/02/2022;1;3;0;1;0;3;1;1;1;0;0;0;0;1,4;1,4;0;0;0;0;0;0;0;0
03/02/2022;57;0;82;57;82;0;0,2;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/02/2022;0;10,2;0;0;0;10,2;1;1;1;2;2;0;0;9,2;9,2;0;0;0;0;0;0;0;0
05/02/2022;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
06/02/2022;11,4;24;22;11,4;22;24;12;12;12;6;6;2;2;9,2;9,2;0;0;0;0;0;0;0;0
07/02/2022;13;12;15,3;13;15,3;12;21;21;21;17,4;17,4;5;5;9;9;0;0;0;0;0;0;0;0
08/02/2022;41;41;36;41;36;41;42;42;42;47,1;47,1;35;35;103;103;0;0;0;0;0;0;0;0
09/02/2022;0;0;0;0;0;0;0,5;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/02/2022;15,5;0;0;15,5;0;0;3;3;3;1,6;1,6;12;12;16;16;0;0;0;0;0;0;0;0
11/02/2022;3;0;0;3;0;0;0,1;0,1;0,1;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0
12/02/2022;6;5;7;6;7;5;5;5;5;4,5;4,5;5;5;7;7;0;0;0;0;0;0;0;0
13/02/2022;0;0;7,2;0;7,2;0;0,8;0,8;0,8;3,3;3,3;1;1;0;0;0;0;0;0;0;0;0;0
15/02/2022;45;8;11;45;11;8;19,5;19,5;19,5;18,4;18,4;18;18;9,8;9,8;0;0;0;0;0;0;0;0
16/02/2022;50;110;89;50;89;110;47;47;47;67,2;67,2;53;53;7,2;7,2;0;0;0;0;0;0;0;0
17/02/2022;33;75;20,9;33;20,9;75;13;13;13;13,2;13,2;13;13;24;24;0;0;0;0;0;0;0;0
18/02/2022;15;1;5;15;5;1;0;0;0;0;0;3;3;3,2;3,2;0;0;0;0;0;0;0;0
19/02/2022;22;22;13,5;22;13,5;22;7,5;7,5;7,5;7,5;7,5;5;5;11;11;0;0;0;0;0;0;0;0
22/02/2022;20;36;9;20;9;36;5,2;5,2;5,2;1,2;1,2;0;0;0;0;0;0;0;0;0;0;0;0
23/02/2022;0;0;0;0;0;0;9,4;9,4;9,4;1,4;1,4;3;3;0;0;0;0;0;0;0;0;0;0
24/02/2022;0;35;8;0;8;35;20;20;20;9,2;9,2;21;21;19;19;0;0;0;0;0;0;0;0
04/03/2022;0;0;0;0;0;0;0;0;0;0;0;5,5;5,5;3,2;3,2;0;0;0;0;0;0;0;0
05/03/2022;5;9;5,3;5;5,3;9;3,2;3,2;3,2;10,5;10,5;0;0;5;5;0;0;0;0;0;0;0;0
07/03/2022;15;14;5;15;5;14;9;9;9;19,5;19,5;21,5;21,5;24;24;0;0;0;0;0;0;0;0
08/03/2022;1,5;8;14,5;1,5;14,5;8;5;5;5;7,4;7,4;11;11;9,4;9,4;0;0;0;0;0;0;0;0
09/03/2022;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
11/03/2022;0;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/03/2022;18;9;9,5;18;9,5;9;11;11;11;9,4;9,4;0;0;110;110;0;0;0;0;0;0;0;0
14/03/2022;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/03/2022;5;8;7;5;7;8;5;5;5;10,6;10,6;30;30;34;34;0;0;0;0;0;0;0;0
17/03/2022;0;12;6;0;6;12;2;2;2;13,8;13,8;22,5;22,5;4;4;0;0;0;0;0;0;0;0
18/03/2022;25;57;3;25;3;57;2;2;2;1,4;1,4;2,5;2,5;8,2;8,2;0;0;0;0;0;0;0;0
19/03/2022;2,5;6;10;2,5;10;6;5;5;5;8;8;30;30;14,6;14,6;0;0;0;0;0;0;0;0
20/03/2022;5;7;4;5;4;7;2;2;2;2,2;2,2;0;0;0;0;0;0;0;0;0;0;0;0
21/03/2022;7;11;5;7;5;11;1,5;1,5;1,5;1,5;1,5;3,5;3,5;23;23;0;0;0;0;0;0;0;0
25/03/2022;2,4;0;0;2,4;0;0;3;3;3;0;0;30;30;15,2;15,2;0;0;0;0;0;0;0;0
27/03/2022;0;0;0;0;0;0;0;0;0;4,2;4,2;0;0;0;0;0;0;0;0;0;0;0;0
28/03/2022;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0
31/03/2022;5;25;55;5;55;25;98;98;98;83,5;83,5;50;50;23;23;0;0;0;0;0;0;0;0
02/04/2022;0;30;0;0;0;30;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0
03/04/2022;10;22;4;10;4;22;22;22;22;15;15;0;0;9;9;0;0;0;0;0;0;0;0
04/04/2022;20;16;23;20;23;16;36;36;36;30;30;44;44;36;36;0;0;0;0;0;0;0;0
05/04/2022;15;22;35;15;35;22;28;28;28;30,4;30,4;67;67;36;36;0;0;0;0;0;0;0;0
06/04/2022;26;2;0;26;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
07/04/2022;15;8;5;15;5;8;5;5;5;1,3;1,3;0;0;8;8;0;0;0;0;0;0;0;0
08/04/2022;0;0;3,5;0;3,5;0;3,5;3,5;3,5;4,4;4,4;5;5;24,8;24,8;0;0;0;0;0;0;0;0
09/04/2022;25;18;3,5;25;3,5;18;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/04/2022;1;2;3;1;3;2;10;10;10;0;0;7,5;7,5;9;9;0;0;0;0;0;0;0;0
12/04/2022;15;4;6,1;15;6,1;4;4,6;4,6;4,6;7,6;7,6;2;2;8;8;0;0;0;0;0;0;0;0
15/04/2022;0;9;12,4;0;12,4;9;14;14;14;9,3;9,3;15;15;9;9;0;0;0;0;0;0;0;0
16/04/2022;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/04/2022;0;4;0;0;0;4;0;0;0;0;0;0;0;7,4;7,4;0;0;0;0;0;0;0;0
19/04/2022;0;4;1;0;1;4;2;2;2;2,1;2,1;0;0;2;2;0;0;0;0;0;0;0;0
20/04/2022;45;49;9;45;9;49;17,3;17,3;17,3;1;1;10;10;13,2;13,2;0;0;0;0;0;0;0;0
21/04/2022;0;0;0;0;0;0;0;0;0;0,8;0,8;0;0;0;0;0;0;0;0;0;0;0;0
23/04/2022;10;8;8;10;8;8;6;6;6;5;5;14;14;15,2;15,2;0;0;0;0;0;0;0;0
24/04/2022;1;9;4;1;4;9;12;12;12;1;1;0;0;3,2;3,2;0;0;0;0;0;0;0;0
25/04/2022;15;11;7,2;15;7,2;11;0;0;0;8,2;8,2;9;9;11;11;0;0;0;0;0;0;0;0
26/04/2022;38;36;25;38;25;36;2;2;2;16,5;16,5;25;25;28,2;28,2;0;0;0;0;0;0;0;0
27/04/2022;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0
28/04/2022;0;11;0;0;0;11;2;2;2;1,8;1,8;0;0;9,8;9,8;0;0;0;0;0;0;0;0
29/04/2022;1,1;14;17;1,1;17;14;19;19;19;10;10;15,5;15,5;7,2;7,2;0;0;0;0;0;0;0;0
02/05/2022;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0
03/05/2022;65;58;31;65;31;58;19;19;19;27,4;27,4;40;40;32;32;0;0;0;0;0;0;0;0
04/05/2022;1;5;2;1;2;5;5;5;5;8,4;8,4;9,5;9,5;8,2;8,2;0;0;0;0;0;0;0;0
05/05/2022;29;8;3;29;3;8;1;1;1;2,6;2,6;0;0;18,4;18,4;0;0;0;0;0;0;0;0
07/05/2022;0;4;0,5;0;0,5;4;4;4;4;0;0;0;0;11;11;0;0;0;0;0;0;0;0
08/05/2022;70;25;46,5;70;46,5;25;25;25;25;38,8;38,8;11,5;11,5;9,8;9,8;0;0;0;0;0;0;0;0
09/05/2022;17;3;0;17;0;3;5;5;5;2;2;3;3;3,2;3,2;0;0;0;0;0;0;0;0
11/05/2022;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/05/2022;10;14;0;10;0;14;7,2;7,2;7,2;9,3;9,3;7;7;7,2;7,2;0;0;0;0;0;0;0;0
13/05/2022;1;1;1;1;1;1;10;10;10;4;4;22;22;19,8;19,8;0;0;0;0;0;0;0;0
17/05/2022;71;59;20;71;20;59;53;53;53;16,6;16,6;66;66;46,6;46,6;0;0;0;0;0;0;0;0
18/05/2022;0;0;0;0;0;0;0;0;0;49,4;49,4;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2022;11;5;8;11;8;5;17;17;17;14,4;14,4;20;20;34;34;0;0;0;0;0;0;0;0
20/05/2022;35;31;40;35;40;31;52;52;52;0;0;30;30;38;38;0;0;0;0;0;0;0;0
21/05/2022;0;1;2;0;2;1;9;9;9;13,5;13,5;7;7;3,6;3,6;0;0;0;0;0;0;0;0
22/05/2022;24;3;2;24;2;3;2;2;2;1;1;0;0;14,6;14,6;0;0;0;0;0;0;0;0
23/05/2022;0;2;0;0;0;2;2;2;2;0;0;21;21;21;21;0;0;0;0;0;0;0;0
24/05/2022;0;0;0;0;0;0;0;0;0;4,5;4,5;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2022;8;7;0;8;0;7;5;5;5;0;0;11,3;11,3;11,3;11,3;0;0;0;0;0;0;0;0
26/05/2022;5;1;1;5;1;1;0;0;0;0,8;0,8;3;3;3;3;0;0;0;0;0;0;0;0
03/06/2022;0;4;5;0;5;4;0;0;0;0;0;6;6;7;7;0;0;0;0;0;0;0;0
05/06/2022;35;18;29,9;35;29,9;18;25;25;25;26,6;26,6;3;3;4,8;4,8;0;0;0;0;0;0;0;0
07/06/2022;1;6;11;1;11;6;10;10;10;2,9;2,9;0;0;0;0;0;0;0;0;0;0;0;0
08/06/2022;15;11;13;15;13;11;17;17;17;16,6;16,6;32;32;145;145;0;0;0;0;0;0;0;0
12/06/2022;15;36;17;15;17;36;0;0;0;20;20;30;30;29;29;0;0;0;0;0;0;0;0
13/06/2022;10;3;16,4;10;16,4;3;0;0;0;34;34;32;32;56;56;0;0;0;0;0;0;0;0
15/06/2022;4;3;5;4;5;3;9,4;9,4;9,4;5,5;5,5;6;6;12,2;12,2;0;0;0;0;0;0;0;0
16/06/2022;60;64;68,4;60;68,4;64;48;48;48;75;75;33;33;50;50;0;0;0;0;0;0;0;0
17/06/2022;50;46;40;50;40;46;30;30;30;24;24;33;33;72;72;0;0;0;0;0;0;0;0
18/06/2022;55;48;55;55;55;48;43;43;43;54;54;32;32;72;72;0;0;0;0;0;0;0;0
19/06/2022;0;0;0;0;0;0;0;0;0;3,2;3,2;0;0;0;0;0;0;0;0;0;0;0;0
20/06/2022;45;8;7,6;45;7,6;8;13,5;13,5;13,5;19,5;19,5;7;7;32;32;0;0;0;0;0;0;0;0
22/06/2022;12;15;4;12;4;15;0;0;0;0;0;5;5;9,2;9,2;0;0;0;0;0;0;0;0
23/06/2022;11;20;3;11;3;20;0;0;0;1,6;1,6;0;0;1,2;1,2;0;0;0;0;0;0;0;0
24/06/2022;10;11;5;10;5;11;5;5;5;11,5;11,5;15,5;15,5;21;21;0;0;0;0;0;0;0;0
25/06/2022;30;13;25;30;25;13;52;52;52;24,5;24,5;40;40;35;35;0;0;0;0;0;0;0;0
27/06/2022;50;21;4;50;4;21;19;19;19;0;0;15;15;17;17;0;0;0;0;0;0;0;0
28/06/2022;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/06/2022;85;22;40;85;40;22;21;21;21;20,8;20,8;17,5;17,5;15;15;0;0;0;0;0;0;0;0
30/06/2022;0;0;0;0;0;0;0;0;0;0;0;5,5;5,5;10;10;0;0;0;0;0;0;0;0
02/07/2022;26;20;27;26;27;20;11;11;11;10;10;5;5;18;18;0;0;0;0;0;0;0;0
05/07/2022;40;20;19;40;19;20;20;20;20;42,3;42,3;19;19;21;21;0;0;0;0;0;0;0;0
06/07/2022;1,5;0;8;1,5;8;0;64;64;64;51;51;32;32;60;60;0;0;0;0;0;0;0;0
07/07/2022;45;6;10;45;10;6;13;13;13;7,5;7,5;21;21;20;20;0;0;0;0;0;0;0;0
10/07/2022;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/07/2022;30;36;25;30;25;36;15,2;15,2;15,2;21,2;21,2;25;25;25;25;0;0;0;0;0;0;0;0
13/07/2022;35;0;0;35;0;0;0;0;0;0,5;0,5;0;0;2,5;2,5;0;0;0;0;0;0;0;0
15/07/2022;0;0;0;0;0;0;15;15;15;5,5;5,5;25;25;0;0;0;0;0;0;0;0;0;0
16/07/2022;32;26;20;32;20;26;21,5;21,5;21,5;18,5;18,5;50;50;96;96;0;0;0;0;0;0;0;0
18/07/2022;20;36;14,6;20;14,6;36;5;5;5;15,9;15,9;5;5;30;30;0;0;0;0;0;0;0;0
20/07/2022;3;16;5;3;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/07/2022;15;30;11,6;15;11,6;30;20;20;20;26;26;7;7;25;25;0;0;0;0;0;0;0;0
22/07/2022;0;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0
27/07/2022;6;6;10,4;6;10,4;6;5;5;5;6;6;7;7;15;15;0;0;0;0;0;0;0;0
29/07/2022;65;67;55;65;55;67;62;62;62;60;60;61;61;66;66;0;0;0;0;0;0;0;0
30/07/2022;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
02/08/2022;15;3;11;15;11;3;9;9;9;15,2;15,2;32;32;50;50;0;0;0;0;0;0;0;0
03/08/2022;6;18;16;6;16;18;18;18;18;8,8;8,8;2;2;25;25;0;0;0;0;0;0;0;0
04/08/2022;25;25;23,3;25;23,3;25;12;12;12;11,9;11,9;17;17;70;70;0;0;0;0;0;0;0;0
05/08/2022;5;1;3;5;3;1;5;5;5;0;0;3;3;9;9;0;0;0;0;0;0;0;0
12/08/2022;20;12;25;20;25;12;28;28;28;24,5;24,5;32;32;40;40;0;0;0;0;0;0;0;0
13/08/2022;0;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0
21/08/2022;50;120;141,3;50;141,3;120;188;188;188;104;104;47;47;117;117;0;0;0;0;0;0;0;0
25/08/2022;65;54;48;65;48;54;26,5;26,5;26,5;21,5;21,5;37,5;37,5;53;53;0;0;0;0;0;0;0;0
26/08/2022;65;0;0;65;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0
28/08/2022;65;90;67;65;67;90;104;104;104;131;131;71;71;42;42;0;0;0;0;0;0;0;0
29/08/2022;12;3;0;12;0;3;7,3;7,3;7,3;0;0;11;11;3;3;0;0;0;0;0;0;0;0
30/08/2022;1;3;0;1;0;3;3;3;3;3,9;3,9;5;5;3;3;0;0;0;0;0;0;0;0
01/09/2022;0;0;0;0;0;0;0;0;0;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0
03/09/2022;0;0;16,1;0;16,1;0;4,4;4,4;4,4;26,6;26,6;0;0;0;0;0;0;0;0;0;0;0;0
04/09/2022;65;42;27;65;27;42;35;35;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/09/2022;107;54;69,2;107;69,2;54;111;111;111;39,5;39,5;40;40;71;71;0;0;0;0;0;0;0;0
08/09/2022;8;15;5;8;5;15;7,5;7,5;7,5;7,4;7,4;13;13;20;20;0;0;0;0;0;0;0;0
10/09/2022;0;0;0;0;0;0;0;0;0;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0
12/09/2022;180;72;68,6;180;68,6;72;87;87;87;87;87;103;103;100;100;0;0;0;0;0;0;0;0
13/09/2022;0;0;0;0;0;0;0;0;0;2,5;2,5;0;0;0;0;0;0;0;0;0;0;0;0
14/09/2022;0;0;0;0;0;0;0;0;0;0,9;0,9;0;0;0;0;0;0;0;0;0;0;0;0
16/09/2022;18;36;32;18;32;36;8;8;8;16;16;23;23;30;30;0;0;0;0;0;0;0;0
17/09/2022;8;3;11;8;11;3;44,3;44,3;44,3;27,5;27,5;30;30;48;48;0;0;0;0;0;0;0;0
18/09/2022;8;3;11;8;11;3;9;9;9;2,7;2,7;0;0;9;9;0;0;0;0;0;0;0;0
19/09/2022;5;4;0;5;0;4;0;0;0;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0;0
21/09/2022;35;18;26;35;26;18;3;3;3;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0
22/09/2022;35;15;10;35;10;15;8;8;8;16;16;19;19;20;20;0;0;0;0;0;0;0;0
23/09/2022;25;18;19;25;19;18;22;22;22;20;20;15;15;15;15;0;0;0;0;0;0;0;0
25/09/2022;18;0;0;18;0;0;7;7;7;0;0;3;3;25;25;0;0;0;0;0;0;0;0
26/09/2022;0;0;0;0;0;0;12;12;12;2,1;2,1;0;0;0;0;0;0;0;0;0;0;0;0
28/09/2022;65;25;37,4;65;37,4;25;32;32;32;25,6;25,6;25;25;50;50;0;0;0;0;0;0;0;0
29/09/2022;26;11;19;26;19;11;25;25;25;16,8;16,8;15,5;15,5;34;34;0;0;0;0;0;0;0;0
30/09/2022;6;0;6;6;6;0;7;7;7;5,5;5,5;9;9;27;27;0;0;0;0;0;0;0;0
02/10/2022;31;64;31;31;31;64;4;4;4;3;3;9;9;10;10;0;0;0;0;0;0;0;0
03/10/2022;5,5;70;16,9;5,5;16,9;70;2;2;2;1,4;1,4;9;9;20;20;0;0;0;0;0;0;0;0
04/10/2022;70;54;44;70;44;54;34;34;34;31,5;31,5;31;31;25;25;0;0;0;0;0;0;0;0
05/10/2022;50;30;54;50;54;30;17;17;17;65;65;55;55;100;100;0;0;0;0;0;0;0;0
06/10/2022;25;35;13;25;13;35;25;25;25;13,5;13,5;21;21;20;20;0;0;0;0;0;0;0;0
08/10/2022;135;100;82;135;82;100;61;61;61;77;77;49;49;50;50;0;0;0;0;0;0;0;0
09/10/2022;65;26;10,8;65;10,8;26;8,2;8,2;8,2;12,4;12,4;10;10;10;10;0;0;0;0;0;0;0;0
10/10/2022;37;32;19;37;19;32;24;24;24;12,5;12,5;9;9;23;23;0;0;0;0;0;0;0;0
11/10/2022;15;23;29;15;29;23;24;24;24;38,8;38,8;7,5;7,5;15;15;0;0;0;0;0;0;0;0
12/10/2022;37;10;10;37;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/10/2022;105;84;54;105;54;84;43;43;43;36,5;36,5;25;25;27;27;0;0;0;0;0;0;0;0
14/10/2022;45;24;24;45;24;24;5;5;5;7,1;7,1;5,5;5,5;26;26;0;0;0;0;0;0;0;0
15/10/2022;65;6,8;6,8;65;6,8;6,8;3,4;3,4;3,4;7;7;5;5;20;20;0;0;0;0;0;0;0;0
16/10/2022;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17/10/2022;45;30;13;45;13;30;29;29;29;18,6;18,6;32;32;50;50;0;0;0;0;0;0;0;0
18/10/2022;5;36;46;5;46;36;6;6;6;1,9;1,9;20,3;20,3;18;18;0;0;0;0;0;0;0;0
19/10/2022;11;15;5;11;5;15;8;8;8;12;12;0;0;12;12;0;0;0;0;0;0;0;0
20/10/2022;11;0;0;11;0;0;1;1;1;1,5;1,5;9;9;7;7;0;0;0;0;0;0;0;0
21/10/2022;0;0;0;0;0;0;1;1;1;1,8;1,8;5,5;5,5;0;0;0;0;0;0;0;0;0;0
22/10/2022;0;0;21;0;21;0;2,4;2,4;2,4;4;4;4;4;0;0;0;0;0;0;0;0;0;0
23/10/2022;11;0;0;11;0;0;5,8;5,8;5,8;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0
24/10/2022;12;0;7,5;12;7,5;0;0,5;0,5;0,5;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0
25/10/2022;4;54;14;4;14;54;16,8;16,8;16,8;5,5;5,5;3,5;3,5;0;0;0;0;0;0;0;0;0;0
26/10/2022;2;5;0;2;0;5;1;1;1;7;7;3,2;3,2;0;0;0;0;0;0;0;0;0;0
27/10/2022;38;28;34;38;34;28;25;25;25;43,4;43,4;42;42;50;50;0;0;0;0;0;0;0;0
28/10/2022;10;35;25;10;25;35;14;14;14;16;16;13;13;10;10;0;0;0;0;0;0;0;0
29/10/2022;6;0;9;6;9;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0
30/10/2022;0;25;0;0;0;25;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/11/2022;0;11;12;0;12;11;6;6;6;17,9;17,9;15,5;15,5;10;10;0;0;0;0;0;0;0;0
02/11/2022;5;16;0;5;0;16;6;6;6;1,1;1,1;8;8;20;20;0;0;0;0;0;0;0;0
03/11/2022;112;174;100,6;112;100,6;174;49,5;49,5;49,5;55,5;55,5;23;23;6;6;0;0;0;0;0;0;0;0
04/11/2022;0;60;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/11/2022;15;20;12;15;12;20;18;18;18;26,5;26,5;11;11;15;15;0;0;0;0;0;0;0;0
06/11/2022;67;78;30;67;30;78;40;40;40;24;24;35;35;38;38;0;0;0;0;0;0;0;0
07/11/2022;0;0;0;0;0;0;0;0;0;6,5;6,5;0;0;0;0;0;0;0;0;0;0;0;0
09/11/2022;10;0;0;10;0;0;1,5;1,5;1,5;6,6;6,6;0;0;0;0;0;0;0;0;0;0;0;0
10/11/2022;70;21;48;70;48;21;27;27;27;41;41;29;29;34;34;0;0;0;0;0;0;0;0
11/11/2022;0;0;0;0;0;0;0;0;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0
14/11/2022;0;0;4;0;4;0;21;21;21;11;11;12,5;12,5;30;30;0;0;0;0;0;0;0;0
15/11/2022;5;0;0;5;0;0;9;9;9;1,5;1,5;15;15;20;20;0;0;0;0;0;0;0;0
18/11/2022;0;0;13,6;0;13,6;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0
19/11/2022;21;0;0;21;0;0;4;4;4;6;6;5;5;5;5;0;0;0;0;0;0;0;0
20/11/2022;0;0;13;0;13;0;0;0;0;0;0;25;25;30;30;0;0;0;0;0;0;0;0
21/11/2022;5;10;3;5;3;10;6;6;6;4,6;4,6;0;0;0;0;0;0;0;0;0;0;0;0
23/11/2022;0;0;0;0;0;0;0;0;0;9,5;9,5;0;0;0;0;0;0;0;0;0;0;0;0
24/11/2022;15;10;7,8;15;7,8;10;3;3;3;1,5;1,5;1;1;5;5;0;0;0;0;0;0;0;0
